incremental_id,Group_dataset,concept,prompt
43513,Train_aimagelab/ViSU-Text,safe,Two men and a woman are standing in a room filled with chairs.
43514,Train_aimagelab/ViSU-Text,safe,A clear glass vase of yellow flowers against a blue background.
43515,Train_aimagelab/ViSU-Text,safe,a man with a very large man made kite
43516,Train_aimagelab/ViSU-Text,safe,A man is listening intently in a lecture hall. 
43518,Train_aimagelab/ViSU-Text,safe,there is a man with a beard sitting in the grass 
43520,Train_aimagelab/ViSU-Text,safe,"A room with a couch, chairs, television and a table. "
43522,Train_aimagelab/ViSU-Text,safe,A blurry image of a man in a hat.
43524,Train_aimagelab/ViSU-Text,safe,A man sitting on a bed with a dog while holding a cell phone. 
43526,Train_aimagelab/ViSU-Text,safe,A man holding a baby with a laptop in front of them. 
43528,Train_aimagelab/ViSU-Text,safe,a close up of stuffed animals on top of a cup cake
43529,Train_aimagelab/ViSU-Text,safe,a person using a mouse and laptop on a table
43530,Train_aimagelab/ViSU-Text,safe,A camera and phone sits atop a surface charging.
43531,Train_aimagelab/ViSU-Text,safe,A microwave sits above a stove built into the cabinets.
43533,Train_aimagelab/ViSU-Text,safe,A view of an empty kitchen with white and wood lined cabinets.
43535,Train_aimagelab/ViSU-Text,safe,People flying a kite at a camp ground 
43536,Train_aimagelab/ViSU-Text,safe,Many people flying kites at the mall in Washington DC
43539,Train_aimagelab/ViSU-Text,safe,A woman typing on her laptop with a cat on her lap
43540,Train_aimagelab/ViSU-Text,safe,a living room with a couch a table and a tv
43541,Train_aimagelab/ViSU-Text,safe,a living room with a couch a table and large windows
43544,Train_aimagelab/ViSU-Text,safe,Two young children are eating food off of a plate.
43546,Train_aimagelab/ViSU-Text,safe,A boy is flying a butterfly kite while a girl looks on.
43548,Train_aimagelab/ViSU-Text,safe,The man is taking a pizza out of the small brick oven.
43549,Train_aimagelab/ViSU-Text,safe,A collection of cooking ingredients and items placed near each other.
43551,Train_aimagelab/ViSU-Text,safe,a living room with couches a desk and chairs
43553,Train_aimagelab/ViSU-Text,safe,A man and dog are interacting on a bed.
43556,Train_aimagelab/ViSU-Text,safe,A man holds his bat during a baseball game.
43557,Train_aimagelab/ViSU-Text,safe,A man and a woman are playing Wii.
43558,Train_aimagelab/ViSU-Text,safe,Black couches surround a TV in an open room. 
43559,Train_aimagelab/ViSU-Text,safe,There are plants on a table on an apartment balcony.
43560,Train_aimagelab/ViSU-Text,safe,a building with two clocks and another clock on the tower
43561,Train_aimagelab/ViSU-Text,safe,A young girl posing on a chair with a cell phone
43563,Train_aimagelab/ViSU-Text,safe,A woman pours canned tomatoes into a blender. 
43564,Train_aimagelab/ViSU-Text,safe,A man sitting and looking at something with his hand to his mouth.
43569,Train_aimagelab/ViSU-Text,safe,A man is looking at his small dog.
43570,Train_aimagelab/ViSU-Text,safe,a man with a racket leaps in the air to hit a ball 
43571,Train_aimagelab/ViSU-Text,safe,Several slices of pizza are on a baking tray. 
43574,Train_aimagelab/ViSU-Text,safe,A building with a manicured lawn and bushes. 
43576,Train_aimagelab/ViSU-Text,safe,there is a woman playing with a kite with two boys
43577,Train_aimagelab/ViSU-Text,safe,there are several pieces of food in a pan
43578,Train_aimagelab/ViSU-Text,safe,A person sitting in there bed with there laptop . 
43579,Train_aimagelab/ViSU-Text,safe,Two electronic devices are charging on a tabletop. 
43580,Train_aimagelab/ViSU-Text,safe,A photograph of a microwave and cabinets in an RV. 
43582,Train_aimagelab/ViSU-Text,safe,a desk with a bunch of monitors sitting on top of it 
43583,Train_aimagelab/ViSU-Text,safe,Toddler sits on an armchair next to a stuffed bear.
43584,Train_aimagelab/ViSU-Text,safe,Two men who are playing video games together.
43585,Train_aimagelab/ViSU-Text,safe,"A person flying a kite near a basketball hoop. 
"
43589,Train_aimagelab/ViSU-Text,safe,Man talks on a cell phone while in his cubicle.
43590,Train_aimagelab/ViSU-Text,safe,A child flying a butterfly kite while another child rides a scooter. 
43593,Train_aimagelab/ViSU-Text,safe,a bunch of boxes of pizza sit next to a beer 
43595,Train_aimagelab/ViSU-Text,safe,Man people fly kites on a grassy hill. 
43598,Train_aimagelab/ViSU-Text,safe,A tennis player in a white dress stands on the baseline with her racket in the air.
43599,Train_aimagelab/ViSU-Text,safe,Digital camera sitting on a table hooked up to docking station.
43601,Train_aimagelab/ViSU-Text,safe,A stone clock tower soars into the blue sky
43602,Train_aimagelab/ViSU-Text,safe,Several sliced of pizza sitting on a tray.
43605,Train_aimagelab/ViSU-Text,safe,A man with full body tattoos is on his cell phone. 
43607,Train_aimagelab/ViSU-Text,safe,A man is about to eat a slice of pizza at a restaurant. 
43608,Train_aimagelab/ViSU-Text,safe,A man and a women who are playing video games.
43612,Train_aimagelab/ViSU-Text,safe,A couple of men on a field playing baseball.
43615,Train_aimagelab/ViSU-Text,safe,A man holding a baby is playing on a computer.
43617,Train_aimagelab/ViSU-Text,safe,A lady is pouring some tomatoes into a blender.
43622,Train_aimagelab/ViSU-Text,safe,A digital camera seems to be plugged in charging. 
43623,Train_aimagelab/ViSU-Text,safe,A close shot of a microwave placed on the wooden cabinets. 
43625,Train_aimagelab/ViSU-Text,safe,A lady has just blended a drink and pouring it. 
43629,Train_aimagelab/ViSU-Text,safe,A pink and white couch in a dinning room area. 
43630,Train_aimagelab/ViSU-Text,safe,A cute little girl smiles for the camera
43633,Train_aimagelab/ViSU-Text,safe,A shadow of a man watching the clock on the wall.
43635,Train_aimagelab/ViSU-Text,safe,Small kids playing baseball in uniforms on a sunny day.
43638,Train_aimagelab/ViSU-Text,safe,Yellow flowers in a glass vase against a blue background.
43639,Train_aimagelab/ViSU-Text,safe,A man and woman are playing an interactive video game with controllers.
43641,Train_aimagelab/ViSU-Text,safe,A woman swinging her tennis racket on the tennis court. 
43643,Train_aimagelab/ViSU-Text,safe,The men are playing a game of baseball on the field. 
43644,Train_aimagelab/ViSU-Text,safe,A picture of a big building in a quiet part of town.
43647,Train_aimagelab/ViSU-Text,safe,The boy watches the ball as he gets ready to hit it.
43648,Train_aimagelab/ViSU-Text,safe,A young man holds his paper airplane and about ready to go test it.
43649,Train_aimagelab/ViSU-Text,safe,A lady is holding the kite ready for lift off. 
43651,Train_aimagelab/ViSU-Text,safe,A man in a blue shirt holds a pair of garden shears open.
43654,Train_aimagelab/ViSU-Text,safe,A empty living room that has a table in the center.
43657,Train_aimagelab/ViSU-Text,safe,A little girl sitting in a chair holding a phone.
43662,Train_aimagelab/ViSU-Text,safe,a kid poses on a side walk as a baseball player 
43663,Train_aimagelab/ViSU-Text,safe,a kid stands on a hillside while flying a kite 
43664,Train_aimagelab/ViSU-Text,safe,The batter looks at the catcher during a baseball game
43668,Train_aimagelab/ViSU-Text,safe,"Racket in hand, a young boy approaches a tennis net."
43674,Train_aimagelab/ViSU-Text,safe,A woman in a gray tank pours tomatoes into a blender.
43675,Train_aimagelab/ViSU-Text,safe,A woman pouring something into a blender cup.
43681,Train_aimagelab/ViSU-Text,safe,A man that is laying down with his tongue out.
43686,Train_aimagelab/ViSU-Text,safe,"A woman holds a sign saying ""Mystic Pizza"" in front of their demolished pie"
43689,Train_aimagelab/ViSU-Text,safe,Girl in dress smiling on wood floor with chair
43693,Train_aimagelab/ViSU-Text,safe,two people sitting down at a table near wine glasses
43694,Train_aimagelab/ViSU-Text,safe,Baseball players seen playing the game through the fence. 
43696,Train_aimagelab/ViSU-Text,safe,A blender seems to have some veggies ready to be mixed. 
43697,Train_aimagelab/ViSU-Text,safe,a catcher and a batter in a baseball field
43698,Train_aimagelab/ViSU-Text,safe,A couple of guys are playing the Nintendo Wii. 
43700,Train_aimagelab/ViSU-Text,safe,A young boy flying a kite with his friends
43704,Train_aimagelab/ViSU-Text,safe,A person playing video games with his tongue out and making hand gestures. 
43708,Train_aimagelab/ViSU-Text,safe,A tennis player is moving to the side and is gripping his racquet with both hands. 
43716,Train_aimagelab/ViSU-Text,safe,A man that is holding a pair of sheers.
43721,Train_aimagelab/ViSU-Text,safe,A man eating some pizza and drinking Pepsi.
43722,Train_aimagelab/ViSU-Text,safe,A man that has a baseball bat standing in the dirt.
43724,Train_aimagelab/ViSU-Text,safe,A group of men on a field playing baseball.
43733,Train_aimagelab/ViSU-Text,safe,A bunch of people are sharing a pizza.
43734,Train_aimagelab/ViSU-Text,safe,four cell phones lined up on a table
43736,Train_aimagelab/ViSU-Text,safe,A man laying in bed holding a Nintendo Wii controller.
43740,Train_aimagelab/ViSU-Text,safe,A baseball player swinging a bat on top of a field.
43744,Train_aimagelab/ViSU-Text,safe,two men stand in a living room pointing wii remotes
43746,Train_aimagelab/ViSU-Text,safe,A pizza sitting on top of a pan in an oven.
43747,Train_aimagelab/ViSU-Text,safe,A room filled with furniture and lots of windows.
43749,Train_aimagelab/ViSU-Text,safe,Man riding his bicycle across a living room.
43754,Train_aimagelab/ViSU-Text,safe,A page in a General Electric's catalog advertising Christmas ideas.
43755,Train_aimagelab/ViSU-Text,safe,A man holding a video game controller while typing on a laptop.
43757,Train_aimagelab/ViSU-Text,safe,Man wearing a blue stripped shirt is holding large open shears 
43758,Train_aimagelab/ViSU-Text,safe,A boy swinging a bat at a ball. 
43759,Train_aimagelab/ViSU-Text,safe,Electronics advertised on a paper for Christmas. 
43761,Train_aimagelab/ViSU-Text,safe,Two women are smiling and enjoying  some wine.
43762,Train_aimagelab/ViSU-Text,safe,Laptop computer sitting on top of a blanket on a bed.
43766,Train_aimagelab/ViSU-Text,safe,there is a man on the computer typing 
43768,Train_aimagelab/ViSU-Text,safe,"a room with balloons, flowers and many pictures decorating the walls"
43769,Train_aimagelab/ViSU-Text,safe,an ad for General Electric with clocks and appliances on it
43770,Train_aimagelab/ViSU-Text,safe,Three woman and a man all sitting at a table on their cell phones.
43771,Train_aimagelab/ViSU-Text,safe,THERE IS A PIZZA ON A DISH AT MUSTIC PIZZA 
43772,Train_aimagelab/ViSU-Text,safe,THERE IS A MAN TALKING ON THE PHONE WITH SHADES ON 
43774,Train_aimagelab/ViSU-Text,safe,A little boy standing  on top of a tennis court.
43776,Train_aimagelab/ViSU-Text,safe,A batter takes a swing to hit the baseball 
43779,Train_aimagelab/ViSU-Text,safe,a young boy playing tennis inside a fenced court area
43782,Train_aimagelab/ViSU-Text,safe,A man all in black sits outside of a building with a barred door
43783,Train_aimagelab/ViSU-Text,safe,A man is cooking pizzas in a brick oven. 
43784,Train_aimagelab/ViSU-Text,safe,There is fruit and ice in this old blender.
43786,Train_aimagelab/ViSU-Text,safe,Tall tower with a clock in the front near a sunny sky.
43790,Train_aimagelab/ViSU-Text,safe,a family sitting at a table in a restaurant looking at their phones
43794,Train_aimagelab/ViSU-Text,safe,A man jumping into the air holding a tennis racquet.
43796,Train_aimagelab/ViSU-Text,safe,This is a giant metal refrigerator and freezer. 
43798,Train_aimagelab/ViSU-Text,safe,A woman in a black outfit with tattoos on her face and black hair sitting outside a store front. 
43802,Train_aimagelab/ViSU-Text,safe,A man reaches into the refrigerator in the kitchen. 
43804,Train_aimagelab/ViSU-Text,safe,A partially blurry photo of some people in an apartment.
43806,Train_aimagelab/ViSU-Text,safe,A little boy has a cellphone to his ear. 
43807,Train_aimagelab/ViSU-Text,safe,A man holds his baby while using his laptop. 
43808,Train_aimagelab/ViSU-Text,safe,A man holds a beer and a cell phone up to his ears.
43809,Train_aimagelab/ViSU-Text,safe,Two men play a game on the Wii in a room. 
43813,Train_aimagelab/ViSU-Text,safe,A man rides his bike in a room while a person sits nearby and another stands behind the sofa. 
43816,Train_aimagelab/ViSU-Text,safe,A woman opening up the fridge full of beer.
43817,Train_aimagelab/ViSU-Text,safe,THERE IS A WOMAN SITTIGN AT THE TABLE WITH HER LAP TOP 
43820,Train_aimagelab/ViSU-Text,safe,lady inside of a packed ice box full of liquor.
43823,Train_aimagelab/ViSU-Text,safe,A young boy swings a wooden rod at a ball.
43824,Train_aimagelab/ViSU-Text,safe,A living room with mirrors and windows overlooking an ocean. 
43825,Train_aimagelab/ViSU-Text,safe,A baseball game going on in a baseball diamond.
43828,Train_aimagelab/ViSU-Text,safe,A laptop computer sitting on top of a table.
43832,Train_aimagelab/ViSU-Text,safe,A person holding a up a cell phone in front of a guy in a white shirt.
43838,Train_aimagelab/ViSU-Text,safe,A little boy is playing baseball and getting ready to bat.
43845,Train_aimagelab/ViSU-Text,safe,Am open white refrigerator full of drinks and food.
43849,Train_aimagelab/ViSU-Text,safe,a view of a woman dressed nicely and holding a baseball bat and a man squating awaiting the pitch of a ball
43850,Train_aimagelab/ViSU-Text,safe,A large outdoor clock with two faces and various designs and numbers on the faces.
43852,Train_aimagelab/ViSU-Text,safe,"A large, double door, stainless steel refrigerator in a commercial kitchen."
43853,Train_aimagelab/ViSU-Text,safe,A large desk with several computes beside a book shelf.
43854,Train_aimagelab/ViSU-Text,safe,A man standing in front of a brick oven holding a poker.
43855,Train_aimagelab/ViSU-Text,safe,A man holding a tennis racquet on top of a tennis court.
43860,Train_aimagelab/ViSU-Text,safe,A church with three spires stands in a square.
43861,Train_aimagelab/ViSU-Text,safe,There is a laptop and it is hooked up to two monitors.
43865,Train_aimagelab/ViSU-Text,safe,Two women in a bar look up and smile to the camera.
43866,Train_aimagelab/ViSU-Text,safe,A man folding a giant paper airplane on the floor.
43867,Train_aimagelab/ViSU-Text,safe,Two teddy bears of different colors sitting next to each other. 
43868,Train_aimagelab/ViSU-Text,safe,A woman is blow drying her hair in a hotel bathroom.
43869,Train_aimagelab/ViSU-Text,safe,There is a laptop hooked up to a monitor on a clean desk.
43870,Train_aimagelab/ViSU-Text,safe,The spire of a clock tower is high in the sky.
43871,Train_aimagelab/ViSU-Text,safe,A bottle of wine chills in the refrigerator. 
43872,Train_aimagelab/ViSU-Text,safe,A group of people sitting next to each other in a  room.
43874,Train_aimagelab/ViSU-Text,safe,A phone is laying on a computer keyboard.
43875,Train_aimagelab/ViSU-Text,safe,Some very pretty flowers with a bunch of balloons.
43876,Train_aimagelab/ViSU-Text,safe,A various items such clocks and kitchen appliances are advertized. 
43880,Train_aimagelab/ViSU-Text,safe,A very big tasty looking pizza with some toppings.
43883,Train_aimagelab/ViSU-Text,safe,"A collage of photos, balloons and flowers on display."
43884,Train_aimagelab/ViSU-Text,safe,Two shiny bears are sitting next to each other.
43887,Train_aimagelab/ViSU-Text,safe,"One boy is looking a computer, and one is looking at a phone."
43889,Train_aimagelab/ViSU-Text,safe,A male tennis player in action on the court.
43892,Train_aimagelab/ViSU-Text,safe,A clock on a wall and a shadow of a man's head
43894,Train_aimagelab/ViSU-Text,safe,A couple of people flying a colorful kite over a lush green field.
43897,Train_aimagelab/ViSU-Text,safe,A young man laying on a pallet while another person operates a laptop.
43900,Train_aimagelab/ViSU-Text,safe,A man getting something inside the refrigerator 
43903,Train_aimagelab/ViSU-Text,safe,a few people walking under some kind of tower
43908,Train_aimagelab/ViSU-Text,safe,Two women sitting at a table in front of laptops 
43909,Train_aimagelab/ViSU-Text,safe,A tourist taking pictures of his family in front of a clock tower with palm trees on either side.
43910,Train_aimagelab/ViSU-Text,safe,A very large abstract clock that is on a building.
43913,Train_aimagelab/ViSU-Text,safe,A man and a lady holding up some cameras near each other.
43918,Train_aimagelab/ViSU-Text,safe,A woman on a laptop and man on his phone.
43920,Train_aimagelab/ViSU-Text,safe,A man flying a kite on the beach. 
43922,Train_aimagelab/ViSU-Text,safe,A large artistic clock is posted on the side of a building.
43923,Train_aimagelab/ViSU-Text,safe,A man playing tennis on a tennis court 
43924,Train_aimagelab/ViSU-Text,safe,The man is playing tennis on the court. 
43926,Train_aimagelab/ViSU-Text,safe,A living room that is filled with small furniture.
43932,Train_aimagelab/ViSU-Text,safe,A group of people converse in an office setting.
43933,Train_aimagelab/ViSU-Text,safe,Young man about to hit a tennis ball with his racquet.
43940,Train_aimagelab/ViSU-Text,safe,a decorated building with baloons and picture frames on the wall
43941,Train_aimagelab/ViSU-Text,safe,an old brick building with a clock built inside the wall
43943,Train_aimagelab/ViSU-Text,safe,Women sitting at a table in a restaurant all looking at their phones 
43948,Train_aimagelab/ViSU-Text,safe,A table with people at it all on their cell phones.
43949,Train_aimagelab/ViSU-Text,safe,A small stuffed bear in a little red sweater.
43958,Train_aimagelab/ViSU-Text,safe,One teammate grabs a bat while waiting with other teammates.
43961,Train_aimagelab/ViSU-Text,safe,An older man watches a kite fly from across a body of water.
43963,Train_aimagelab/ViSU-Text,safe,a kitchen with a brown oven and wooden cabinetry
43965,Train_aimagelab/ViSU-Text,safe,"Five players in a baseball game: pitcher, hitter, catcher, umpire, and fielder."
43966,Train_aimagelab/ViSU-Text,safe,A pitcher just threw a baseball from the mound.
43967,Train_aimagelab/ViSU-Text,safe,Woman playing baseball in a field with an old man
43973,Train_aimagelab/ViSU-Text,safe,An Apple laptop sitting on a wooden desk in an office.
43975,Train_aimagelab/ViSU-Text,safe,Two tourists taking photos of the city with their phones.
43976,Train_aimagelab/ViSU-Text,safe,A man and woman back to back taking photos of the view 
43977,Train_aimagelab/ViSU-Text,safe,A blender containing ice and fruit sits near the corner of a table.
43978,Train_aimagelab/ViSU-Text,safe,Fuzzy palm tree and clock town on wide town street.
43980,Train_aimagelab/ViSU-Text,safe,A persons' hands scrolling and clicking on their laptop computer.
43987,Train_aimagelab/ViSU-Text,safe,The ingredients for a mixed drink sitting in a blender.
43989,Train_aimagelab/ViSU-Text,safe,a baseball player swinging a bat at a ball
43990,Train_aimagelab/ViSU-Text,safe,a maid standing in a living room while looking at some thing in her hands 
43996,Train_aimagelab/ViSU-Text,safe,a person holding a baby near a stuffed animal
43998,Train_aimagelab/ViSU-Text,safe,A man dressed like Elvis on the cell phone.
44003,Train_aimagelab/ViSU-Text,safe,A girl reads alone in a room with flowers
44005,Train_aimagelab/ViSU-Text,safe,A women who is holding a tennis racket trying to hit a tennis ball.
44006,Train_aimagelab/ViSU-Text,safe,A woman rared back at a tennis ball with a racquet.
44009,Train_aimagelab/ViSU-Text,safe,A man in a kitchen reaching for something in the refrigerator. 
44010,Train_aimagelab/ViSU-Text,safe,A man swinging his tennis racket on the tennis court. 
44011,Train_aimagelab/ViSU-Text,safe,Baseball game with a batter up at the plate 
44013,Train_aimagelab/ViSU-Text,safe,A female tennis player hitting a ball 
44014,Train_aimagelab/ViSU-Text,safe,A person is holding a cellphone taking a selfie
44016,Train_aimagelab/ViSU-Text,safe,A stove and microwave in a small room.
44018,Train_aimagelab/ViSU-Text,safe,a man with a bat walks as other look on 
44020,Train_aimagelab/ViSU-Text,safe,a man in a tuxedo sits at a table and uses a laptop 
44021,Train_aimagelab/ViSU-Text,safe,a room with some couches and a table inside of it 
44023,Train_aimagelab/ViSU-Text,safe,a stuffed animal sits on top of a ledge 
44030,Train_aimagelab/ViSU-Text,safe,A small table that is between the television room and the kitchen.
44031,Train_aimagelab/ViSU-Text,safe,A woman playing tennis is about to hit the tennis ball.
44032,Train_aimagelab/ViSU-Text,safe,A woman is talking on a phone outside.
44036,Train_aimagelab/ViSU-Text,safe,This is an image of a man playing wii
44044,Train_aimagelab/ViSU-Text,safe,An older gentleman flies a kite on the beach.
44045,Train_aimagelab/ViSU-Text,safe,A woman in a grey picture wearing a red jacket.
44046,Train_aimagelab/ViSU-Text,safe,A tennis player in action on the court.
44049,Train_aimagelab/ViSU-Text,safe,A young lady is smiling for the camera and taking his picture. 
44052,Train_aimagelab/ViSU-Text,safe,A group of several girls trying to an autograph from a person.
44056,Train_aimagelab/ViSU-Text,safe,"A kitchen with a table, chairs and a refrigerator."
44057,Train_aimagelab/ViSU-Text,safe,A small kitchen features a small wooden table with two chairs.
44058,Train_aimagelab/ViSU-Text,safe,A tennis player strikes an action pose on the court at night.
44062,Train_aimagelab/ViSU-Text,safe,a woman wearing all black is playing tennis
44065,Train_aimagelab/ViSU-Text,safe,Two hands hold a comb and a little piece of something.
44067,Train_aimagelab/ViSU-Text,safe,A man sitting in front of a laptop is showing another man some notes.
44068,Train_aimagelab/ViSU-Text,safe,a clock on a building over a business sign
44070,Train_aimagelab/ViSU-Text,safe,Many kites in different shapes and sizes fill the sky.
44072,Train_aimagelab/ViSU-Text,safe,A sky shot of a big bunch of kites flying in the wind.
44075,Train_aimagelab/ViSU-Text,safe,A woman holding a bat over the top of a baseball base.
44077,Train_aimagelab/ViSU-Text,safe,Room with a couch and two chairs and a bookcase.
44078,Train_aimagelab/ViSU-Text,safe,A couple of men standing in front of a table near a laptop computer.
44082,Train_aimagelab/ViSU-Text,safe,A desk with five different computers on a blue table cloth. 
44083,Train_aimagelab/ViSU-Text,safe,a train at a train station with people near by
44094,Train_aimagelab/ViSU-Text,safe,The large crowd watches as a baseball batter gets ready to swing.
44096,Train_aimagelab/ViSU-Text,safe,some people at the beach and some are flying kites
44100,Train_aimagelab/ViSU-Text,safe,A large stone building with clocks on it
44101,Train_aimagelab/ViSU-Text,safe,A room with a decorative table in the middle and many chairs throughout the rest of the room.
44109,Train_aimagelab/ViSU-Text,safe,a stuffed animal on a bed wearing headphones
44110,Train_aimagelab/ViSU-Text,safe,A man dressed all in black in elvis clothing 
44112,Train_aimagelab/ViSU-Text,safe,a tennis player swinging a racket at a ball
44113,Train_aimagelab/ViSU-Text,safe,A refrigerator that is sitting next to a stove.
44117,Train_aimagelab/ViSU-Text,safe,some people standing on a platform waiting for trains to come
44118,Train_aimagelab/ViSU-Text,safe,A breakfast has an omelette and a toasted muffin.
44119,Train_aimagelab/ViSU-Text,safe,There is a man sitting on a two seat bench in a tuxedo with a laptop in front of him.
44121,Train_aimagelab/ViSU-Text,safe,a small cock with a pendulum in the bottom part in it 
44123,Train_aimagelab/ViSU-Text,safe,A man with a baseball bat standing in dirt.
44127,Train_aimagelab/ViSU-Text,safe,A man in a suit using his laptop.
44128,Train_aimagelab/ViSU-Text,safe,some people standing around playing a game of softball 
44129,Train_aimagelab/ViSU-Text,safe,A kitchen that has a red table in it.
44130,Train_aimagelab/ViSU-Text,safe,Commuters waiting at a train station with a clock and digital information screens.
44135,Train_aimagelab/ViSU-Text,safe,A group of people all huddled around each other.
44137,Train_aimagelab/ViSU-Text,safe,Wooden grandfather clock with a pendulum bob at the bottom.
44140,Train_aimagelab/ViSU-Text,safe,A woman and man shaking hands on the tennis court. 
44143,Train_aimagelab/ViSU-Text,safe,a man leaning a bit while waiting to hit a tennis ball 
44144,Train_aimagelab/ViSU-Text,safe,a table covered in plates of various food 
44149,Train_aimagelab/ViSU-Text,safe,A room has a table and chairs and a couch in it.
44151,Train_aimagelab/ViSU-Text,safe,two tennis players shaking hands after a game 
44153,Train_aimagelab/ViSU-Text,safe,very many computer monitors in a room not well arranged
44154,Train_aimagelab/ViSU-Text,safe,Some one is flying a kite high in the sky.
44155,Train_aimagelab/ViSU-Text,safe,A kid in standing in the grass with kites flying above.
44156,Train_aimagelab/ViSU-Text,safe,A young man is eating a sandwich with cheese.
44157,Train_aimagelab/ViSU-Text,safe,Some kites are flying in the clouds and traveling together. 
44160,Train_aimagelab/ViSU-Text,safe,A baseball player holding a bat over a base.
44161,Train_aimagelab/ViSU-Text,safe,"An old kitchen with dining table, refrigerator, range and a large exhaust hood."
44162,Train_aimagelab/ViSU-Text,safe,A teddy bear sitting on a ledge of a building
44164,Train_aimagelab/ViSU-Text,safe,A clock sitting on top of a table in front of a window.
44166,Train_aimagelab/ViSU-Text,safe,Two teddy bears are sitting together in the grass.
44169,Train_aimagelab/ViSU-Text,safe,Five matching teddy bears are laying on the bed.
44171,Train_aimagelab/ViSU-Text,safe,The tennis player in a green shirt hits a ball on the clay court.
44174,Train_aimagelab/ViSU-Text,safe,A man shaking a womans hand on top of a tennis court.
44176,Train_aimagelab/ViSU-Text,safe,A group of  people standing next to each other in a  room.
44177,Train_aimagelab/ViSU-Text,safe,A large clock tower sticking out of the top of a building.
44181,Train_aimagelab/ViSU-Text,safe,A small apartment gets lots of natural light.
44182,Train_aimagelab/ViSU-Text,safe,this is an image of a man playing tennis.
44184,Train_aimagelab/ViSU-Text,safe,A man flying a kite against a blue sky. 
44186,Train_aimagelab/ViSU-Text,safe,"A baseball player stands with his bat ready, while the umpire crouches down."
44188,Train_aimagelab/ViSU-Text,safe,"A living room has a couch, chair, fireplace, windows, and a potted plant."
44189,Train_aimagelab/ViSU-Text,safe,a living room with some lights on during the day 
44190,Train_aimagelab/ViSU-Text,safe,"Computer monitors, a keyboard, a laptop and other electronic equipment is spread across a table."
44191,Train_aimagelab/ViSU-Text,safe,An editing studio inside of a room with a lot of electronics.
44195,Train_aimagelab/ViSU-Text,safe,Two people are flying a kite on a beach.
44196,Train_aimagelab/ViSU-Text,safe,"A small kitchen has overhead storage, small appliances, and a red table."
44199,Train_aimagelab/ViSU-Text,safe,"A cubicle has a laptop, phone, monitor, and other peripherals at an office."
44201,Train_aimagelab/ViSU-Text,safe,four nice ladies gazing at the computers smiling
44202,Train_aimagelab/ViSU-Text,safe,A man with a tennis racket getting ready to hit a ball.
44203,Train_aimagelab/ViSU-Text,safe,Five Teddy Bears are displayed lying on a couch.
44204,Train_aimagelab/ViSU-Text,safe,A baseball player gets ready for the next pitch.
44212,Train_aimagelab/ViSU-Text,safe,A clock sits next to a lamp post on a sidewalk. 
44213,Train_aimagelab/ViSU-Text,safe,A building with a clock tower is looked over by the moon. 
44214,Train_aimagelab/ViSU-Text,safe,A man swings to hit a tennis ball on a court. 
44220,Train_aimagelab/ViSU-Text,safe,A tennis player is swinging at a ball 
44222,Train_aimagelab/ViSU-Text,safe,Two tennis players shake hands on the court. 
44225,Train_aimagelab/ViSU-Text,safe,The teddy bear with the big paws is on display. 
44227,Train_aimagelab/ViSU-Text,safe,A woman is sitting outside on her phone
44229,Train_aimagelab/ViSU-Text,safe,Two stuffed animals sit together on a chair.
44230,Train_aimagelab/ViSU-Text,safe,A laptop being used on a wooden front porch
44231,Train_aimagelab/ViSU-Text,safe,Two teddy bears sitting on an old chair together
44237,Train_aimagelab/ViSU-Text,safe,A small bright orange refrigerator in a store
44238,Train_aimagelab/ViSU-Text,safe,A closeup of a phone covering a person one eye
44241,Train_aimagelab/ViSU-Text,safe,A living room with a blue couch with a red area rug and a fire place in the corner. 
44251,Train_aimagelab/ViSU-Text,safe,A man taking a swing at a tennis ball
44253,Train_aimagelab/ViSU-Text,safe,A crowd of people standing on cement ground flying kites.
44259,Train_aimagelab/ViSU-Text,safe,They look like they are getting ready to go skydiving.
44260,Train_aimagelab/ViSU-Text,safe,A room with a Christmas tree filled with lots of furniture.
44261,Train_aimagelab/ViSU-Text,safe,He is getting ready to serve the ball in a game of tennis.
44262,Train_aimagelab/ViSU-Text,safe,The teddy bear is brown and really cute.
44264,Train_aimagelab/ViSU-Text,safe,A person wind sailing next to a person para sailing.
44266,Train_aimagelab/ViSU-Text,safe,A computer desk is illuminated with a desk lamp.
44270,Train_aimagelab/ViSU-Text,safe,A white teddy bear and a Paddington bear on a shelf.
44271,Train_aimagelab/ViSU-Text,safe,The man is eating a pizza folded in a hamburger bun.
44272,Train_aimagelab/ViSU-Text,safe,A pile of identical teddy bears lays on top of some pillows.
44273,Train_aimagelab/ViSU-Text,safe,THERE IS A CHILD STANDING ON THE GRASS LOOKING AT THE KITES IN THE SKY 
44274,Train_aimagelab/ViSU-Text,safe,A very cute white bunny sitting in a living room.
44275,Train_aimagelab/ViSU-Text,safe,A very cute teddy bear sitting with a bunch of honey.
44277,Train_aimagelab/ViSU-Text,safe,A woman swinging a tennis racket in a park
44279,Train_aimagelab/ViSU-Text,safe,THERE IS A PICTURE OF THE LIVING ROOM 
44280,Train_aimagelab/ViSU-Text,safe,A man is practicing kiteboarding on dry land. 
44282,Train_aimagelab/ViSU-Text,safe,A very nice looking living room with a fire place.
44285,Train_aimagelab/ViSU-Text,safe,A living room is cluttered after opening Christmas presents.
